"paper","invasive.species","native.species","Response","native.low.n","native.high.n","native.low.avg","native.sd.low","native.high.avg","native.sd.high","invasive.low.n","invasive.high.n","invasive.low.avg","invsive.sd.low","invaives.high.avg","invsive.sd.high"
21,"Rubus ellipticus","Rubus hawaiiensis ","N content",5,5,1.064,0.172,1.609,0.296,6,6,0.857,0.098,1.412,0.276
21,"Rubus ellipticus","Rubus hawaiiensis ","Biomass",5,5,25.676,9.858,6.529,3.035,6,6,38.93,6.285,12.914,1.685
21,"Rubus ellipticus","Rubus hawaiiensis ","Biomass",5,5,29.983,6.244,6.529,3.035,6,6,37.69,4.877,12.914,1.685
21,"Rubus ellipticus","Rubus hawaiiensis ","WUE",5,5,4.705,1.274,4.092,1.079,5,5,4.789,0.439,5.221,0.85
21,"Rubus ellipticus","Rubus hawaiiensis ","WUE",5,5,3.298,1.197,4.092,1.079,5,5,4.825,1.186,5.221,0.85
21,"Rubus ellipticus","Rubus hawaiiensis ","NUE",5,4,91.84,15.153,108.894,40.892,5,5,80.884,18.034,124.591,9.477
21,"Rubus ellipticus","Rubus hawaiiensis ","Photosynthesis",5,5,3.964,0.953,6.982,2.027,5,5,4.876,1.134,11.94,2.127
21,"Rubus ellipticus","Rubus hawaiiensis ","N content",5,5,2.291,0.489,1.609,0.296,6,6,1.951,0.219,1.412,0.276
21,"Rubus ellipticus","Rubus hawaiiensis ","NUE",4,4,106.169,56.113,108.894,40.892,5,5,143.233,35.759,124.591,9.477
21,"Rubus ellipticus","Rubus hawaiiensis ","Photosynthesis",5,5,6.092,2.372,6.982,2.027,5,5,11.206,3.018,11.94,2.127
21,"Paspalum urvillei","Eragrostis variabilis","Photosynthesis",5,5,23.948,5.603,24.601,5.481,5,5,22.26,3.132,27.408,5.386
21,"Paspalum urvillei","Eragrostis variabilis","WUE",5,5,7.459,1.748,8.933,2.338,5,5,8.085,0.919,9.872,0.916
21,"Paspalum urvillei","Eragrostis variabilis","RGR",6,6,0.044,0.01,0.053,0.006,6,6,0.037,0.002,0.042,0.003
21,"Paspalum urvillei","Eragrostis variabilis","WUE",5,5,8.942,0.447,8.933,2.338,5,5,8.59,0.52,9.872,0.916
21,"Paspalum urvillei","Eragrostis variabilis","N content",5,5,0.852,0.094,1.437,0.333,5,5,0.997,0.13,1.249,0.2
21,"Paspalum urvillei","Eragrostis variabilis","r:s",5,5,0.331,0.059,0.185,0.049,5,5,0.867,0.108,0.405,0.033
21,"Paspalum urvillei","Eragrostis variabilis","Biomass",5,5,30.489,5.454,11.336,0.911,5,5,43.707,4.965,12.663,2.612
21,"Paspalum urvillei","Eragrostis variabilis","r:s",5,5,0.093,0.043,0.185,0.049,5,5,0.203,0.018,0.405,0.033
21,"Paspalum urvillei","Eragrostis variabilis","NUE",5,5,314.714,66.794,326.714,67.817,5,5,405.324,26.286,535.131,63.418
21,"Paspalum urvillei","Eragrostis variabilis","NUE",5,5,317.777,147.599,326.714,67.817,5,5,433.699,103.606,535.131,63.418
21,"Paspalum urvillei","Eragrostis variabilis","RGR",6,6,0.047,0.005,0.053,0.006,6,6,0.056,0.004,0.042,0.003
21,"Paspalum urvillei","Eragrostis variabilis","Biomass",5,5,5.188,1.291,11.336,0.911,5,5,23.302,8.33,12.663,2.612
21,"Paspalum urvillei","Eragrostis variabilis","Photosynthesis",5,5,13.06,4.677,24.601,5.481,5,5,14.951,3.69,27.408,5.386
21,"Paspalum urvillei","Eragrostis variabilis","N content",5,5,2.753,0.147,1.437,0.333,5,5,2.164,0.27,1.249,0.2
22,"Pennisetum setaceum","heteropogon contortus","Biomass",10,10,22.727,0.24,90.91,0.66,10,10,9.849,0.48,52.272,4.5
22,"Pennisetum setaceum","heteropogon contortus","r:s",10,10,2.23,0.63,2.1,0.42,10,10,0.83,0.15,0.899,0.24
22,"Pennisetum setaceum","heteropogon contortus","r:s",10,10,4.23,2.01,5.01,2.25,10,10,1.87,0.63,0.9,0.33
22,"Pennisetum setaceum","heteropogon contortus","Root biomass",10,10,18.592,0.36,17.746,0.63,10,10,48.169,0.24,56.62,0.15
22,"Pennisetum setaceum","heteropogon contortus","Root biomass",10,10,2.273,0.24,9.848,2.25,10,10,9.091,0.12,50.758,0.33
22,"Pennisetum setaceum","heteropogon contortus","Biomass",10,10,52.395,0.72,53.239,1.26,10,10,87.887,0.48,100.564,0.3
22,"Pennisetum setaceum","heteropogon contortus","r:s",10,10,0.85,0.24,5.01,2.25,10,10,0.78,0.12,0.9,0.33
22,"Pennisetum setaceum","heteropogon contortus","Biomass",10,10,6.061,1.26,90.91,0.66,10,10,4.545,4.02,52.272,4.5
22,"Pennisetum setaceum","heteropogon contortus","Root biomass",10,10,17.746,0.63,15.211,0.42,10,10,56.62,0.15,41.408,0.24
22,"Pennisetum setaceum","heteropogon contortus","Root biomass",10,10,3.03,2.01,9.848,2.25,10,10,3.788,0.63,50.758,0.33
22,"Pennisetum setaceum","heteropogon contortus","Biomass",10,10,53.239,1.26,45.634,0.84,10,10,100.564,0.3,78.591,0.48
22,"Pennisetum setaceum","heteropogon contortus","r:s",10,10,1.9,0.36,2.23,0.63,10,10,0.99,0.24,0.83,0.15
23,"Vulpia myuros","Austrodanthonia eriantha","Shoot length",3,3,375.208,52.254,345.208,49.417,3,3,324,45.837,344.833,62.019
23,"Vulpia myuros","Austrodanthonia eriantha","Shoot length",3,3,358.375,26.923,375.208,52.254,3,3,200.208,69.227,324,45.837
23,"Vulpia myuros","Austrodanthonia eriantha","Shoot length",3,3,375.208,52.254,345.75,58.384,3,3,324,45.837,277.417,54.202
24,"Ailanthus altissima","Robinia pseudoacacia","Biomass",2,2,1.015,0.97,1.015,0.722,2,2,1.015,0,1.466,0.654
24,"Ailanthus altissima","Robinia pseudoacacia","Root biomass",2,2,1,1,1.192,0.846,2,2,1,0.077,2.615,0.616
25,"Bromus tectorum","Bouteloua gracilis","Biomass",10,10,0.009,0.015,0.107,0.074,10,10,0.019,0.003,0.462,0
25,"Bromus tectorum","Bouteloua gracilis","Biomass",10,10,0.009,0,0.009,0.015,10,10,0.026,0.008,0.019,0.003
25,"Bromus tectorum","Bouteloua gracilis","Shoot length",10,10,13.6,2.04,17.6,2.49,10,10,26.5,4.2,20.7,3.3
25,"Bromus tectorum","Bouteloua gracilis","Shoot length",10,10,9.1,1.32,18.1,2.34,10,10,10.3,2.04,30.6,1.86
25,"Bromus tectorum","Bouteloua gracilis","Root biomass",10,10,0.01,0.009,0.06,0.03,10,10,0.02,0.021,0.19,0.06
25,"Bromus tectorum","Bouteloua gracilis","n content",10,10,1.3,0.18,3.1,0.39,10,10,1.3,0.33,3.8,0.33
25,"Bromus tectorum","Bouteloua gracilis","Biomass",10,10,0.019,0.015,0.167,0.074,10,10,0.039,0.021,0.652,0.06
26,"Phalaris arundinacea","Spartina pectinata","Biomass",5,5,9.532,1.338,17.391,1.003,5,5,7.692,1.338,17.391,2.341
26,"Phalaris arundinacea","Spartina pectinata","Shoot length",5,5,441.552,54.05,371.092,54.05,5,5,918.552,97.192,788.541,86.48
26,"Phalaris arundinacea","Spartina pectinata","Root biomass",5,5,22.833,2.441,23.028,1.628,5,5,26.109,3.661,31.591,3.661
26,"Phalaris arundinacea","Spartina pectinata","Shoot length",5,5,244.197,43.24,371.092,54.05,5,5,440.091,86.382,788.541,86.48
26,"Phalaris arundinacea","Spartina pectinata","Biomass",5,5,38.817,2.035,39.622,3.254,5,5,41.89,6.1,53.067,5.693
26,"Phalaris arundinacea","Spartina pectinata","Root biomass",5,5,20.569,2.341,25.753,1.672,5,5,23.746,2.341,29.431,2.007
26,"Phalaris arundinacea","Spartina pectinata","Biomass",5,5,37.124,1.672,41.806,2.341,5,5,40.97,3.679,46.823,3.345
26,"Phalaris arundinacea","Spartina pectinata","Shoot length",5,5,354.147,97.192,396.9,54.05,5,5,658.043,129.718,1111.67,151.34
27,"Taxacum officinale","Taxacum ceratophorum","WUE",15,15,3.313,0.29,3.42,0.29,14,14,3.344,0.32,2.534,0.306
27,"Taxacum officinale","Taxacum ceratophorum","Photosynthesis",15,15,17.564,2.436,17.821,2.307,14,14,5.256,2.565,13.205,2.692
28,"Commelina benghalensis","Commelina bracteosa","Shoot length",8,8,56,47,28,8,8,8,63,81,20,10
28,"Commelina benghalensis","Commelina bracteosa","Biomass",8,8,-1,0.52,0.51,0.33,8,8,-0.91,0.29,1.5,0.42
28,"Commelina benghalensis","Commelina bracteosa","r:s",8,8,0.41,0.49,0.46,0.32,8,8,0.47,0.83,0.62,0.28
28,"Commelina benghalensis","Commelina bracteosa","SLA",8,8,316,100,375,37,8,8,454,90,447,41
28,"Murdannia nudiﬂora","Murdannia simplex","SLA",8,8,243,110,297,100,8,8,333,86,346,76
28,"Murdannia nudiﬂora","Murdannia simplex","Biomass",8,8,0.43,0.14,0.96,0.54,8,8,0.59,0.21,2.5,0.88
28,"Murdannia nudiﬂora","Murdannia simplex","Shoot length",8,8,36,24,24,13,8,8,64,37,50,33
28,"Murdannia nudiﬂora","Murdannia simplex","r:s",8,8,0.57,0.23,0.45,0.15,8,8,0.24,0.12,0.43,0.18
28,"Tradescantia ﬂuminensis","Tradescantia blossfeldiana","Biomass",8,8,-0.31,0.12,0.22,0.2,8,8,-0.93,0.27,0.54,0.51
28,"Tradescantia ﬂuminensis","Tradescantia blossfeldiana","SLA",8,8,200,19,205,33,8,8,338,150,415,87
28,"Tradescantia ﬂuminensis","Tradescantia blossfeldiana","Shoot length",8,8,10,3.1,8.3,2.1,8,8,60,53,31,15
28,"Tradescantia ﬂuminensis","Tradescantia blossfeldiana","r:s",8,8,0.33,0.15,0.41,0.17,8,8,0.3,0.15,0.44,0.18
28,"Tradescantia zebrina","Tradescantia brevifolia","SLA",8,8,293,45,310,47,8,8,313,47,353,38
28,"Tradescantia zebrina","Tradescantia brevifolia","Biomass",8,8,-1,0.42,0.16,0.23,8,8,-0.28,0.23,0.85,0.43
28,"Tradescantia zebrina","Tradescantia brevifolia","Shoot length",8,8,34,10,19,6,8,8,13,6,12,3.6
28,"Tradescantia zebrina","Tradescantia brevifolia","r:s",8,8,0.07,0.05,0.07,0.06,8,8,0.16,0.06,0.29,0.088
29,"Rhododendron ponticum","Ilex aquifolium","N content",5,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA
29,"Rhododendron ponticum","Ilex aquifolium","SLA",5,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA
30,"Centaurea maculosa","Pascopyrum smithii","Biomass",6,6,2.091,0.559,1.931,0.559,6,6,2.649,0.404,3.126,0.404
30,"Centaurea maculosa","Pseudoroegnaria spicata","r:s",6,6,0.599,0.108,0.59,0.11,6,6,0.711,0.095,0.62,0.067
30,"Centaurea maculosa","Pascopyrum smithii","r:s",6,6,0.569,0.116,0.61,0.116,6,6,0.672,0.095,0.711,0.095
30,"Centaurea maculosa","Pseudoroegnaria spicata","Biomass",6,6,1.175,1.341,3.145,2.155,6,6,3.126,0.404,4.37,1.323
30,"Centaurea maculosa","Pascopyrum smithii","NUE",6,6,103.583,4.372,102.931,4.372,6,6,99.319,8.656,99.319,8.656
30,"Centaurea maculosa","Pseudoroegnaria spicata","NUE",6,6,94.939,28.32,116.428,28.318,6,6,99.319,8.656,77.906,7.214
31,"Acacia longifolia","Halimium halimifolium","Photosynthesis",7,7,12.6,2.8,18.3,0.9,7,7,12.4,1.6,15.3,3.1
31,"Acacia longifolia","Halimium halimifolium","SLA",7,7,29.68,4.11,11.61,0.38,7,7,22.45,2.73,9.29,0.66
31,"Acacia longifolia","Pinus pinea","r:s",7,7,0.75,0.12,1.01,0.19,7,7,0.27,0.06,0.39,0.16
31,"Acacia longifolia","Halimium halimifolium","Biomass",7,7,0.44,0.31,1.89,0.86,7,7,1.23,0.47,3.53,0.87
31,"Acacia longifolia","Pinus pinea","Biomass",7,7,4.13,0.61,4.23,0.71,7,7,3.53,0.87,5.7,2.09
31,"Acacia longifolia","Halimium halimifolium","Shoot length",7,7,5.6,1.94,48.3,2.3,7,7,13.7,5.92,77.7,22.3
31,"Acacia longifolia","Pinus pinea","Root biomass",7,7,964,360,1329,483,7,7,264,123,500,293
31,"Acacia longifolia","Pinus pinea","SLA",7,7,8.02,1.06,9.71,1.3,7,7,9.29,0.66,9.94,0.72
31,"Acacia longifolia","Halimium halimifolium","Root biomass",7,7,0.03,0.02,0.47,0.23,7,7,0.2,0.09,1.04,0.33
31,"Acacia longifolia","Pinus pinea","Biomass",7,7,2243,779,2717,1131,7,7,1398,555,1743,716
31,"Acacia longifolia","Pinus pinea","Shoot length",7,7,32.8,6.6,28.4,8.7,7,7,77.7,22.3,113.6,60.8
31,"Acacia longifolia","Pinus pinea","Root biomass",7,7,1.84,0.32,1.85,0.46,7,7,1.04,0.33,1.64,0.73
31,"Acacia longifolia","Halimium halimifolium","r:s",7,7,0.09,0.03,0.33,0.02,7,7,0.19,0.02,0.41,0.05
31,"Acacia longifolia","Pinus pinea","SLA",7,7,6.5,0.4,6.5,0.8,7,7,13.6,1.7,12.8,1.2
31,"Acacia longifolia","Pinus pinea","r:s",7,7,0.8,0.08,0.77,0.12,7,7,0.41,0.05,0.4,0.06
31,"Acacia longifolia","Halimium halimifolium","WUE",7,7,4.66,0.66,5.96,0.07,7,7,4.42,0.52,5.68,0.61
32,"Lonicera japonica","Lonicera sempervirens","Shoot length",3,3,378.5,1.1,549.8,23.6,3,3,707.6,38.9,662.6,41
32,"Lonicera japonica","Lonicera sempervirens","r:s",3,3,0.09,0.01,0.09,0.01,3,3,0.11,0.01,0.09,0.01
33,"Bothriochloa bladhii","Bouteloua curtipendula","Shoot length",4,4,64.833,15.786,70.35,13.14,4,4,54.967,14.78,62.2,20.121
33,"Bothriochloa bladhii","Bouteloua curtipendula","Shoot length",4,4,61.35,10.464,60.633,5.241,4,4,47.117,9.31,84.75,7.625
33,"Bothriochloa bladhii","Bouteloua curtipendula","Shoot length",4,4,70.35,13.14,60.633,5.241,4,4,62.2,20.121,84.75,7.625
33,"Bothriochloa ischaemum","Andropogon gerardii","Shoot length",4,4,23.833,12.233,33.067,8.003,4,4,52.7,8.194,42.583,19.896
33,"Bothriochloa ischaemum","Andropogon gerardii","Shoot length",4,4,48.867,9.435,23.833,12.233,4,4,67.433,21.089,52.7,8.194
33,"Bothriochloa ischaemum","Andropogon gerardii","Shoot length",4,4,42.1,13.553,33.067,8.003,4,4,64.983,8.692,42.583,19.896
34,"Commelina benghalensis","Commelina bracteosa","RGR",4,4,0.075,0.01,0.07,0.004,4,4,0.078,0.007,0.117,0.003
34,"Commelina benghalensis","Commelina bracteosa","RGR",4,4,0.032,0.016,0.069,0.042,4,4,0.056,0.039,0.105,0.056
34,"Commelina benghalensis","Commelina bracteosa","Biomass",4,4,1.475,0.724,2.12,0.315,4,4,1.505,0.547,12.298,2.043
34,"Commelina benghalensis","Commelina bracteosa","Root biomass",4,4,0.063,0.029,0.275,0.255,4,4,0.06,0.046,0.641,0.796
34,"Commelina benghalensis","Commelina bracteosa","Biomass",4,4,0.176,0.082,0.861,0.799,4,4,0.171,0.145,1.267,1.506
34,"Murdannia nudiflora","Murdannia simplex","RGR",4,4,0.042,0.01,0.043,0.009,4,4,0.068,0.007,0.093,0.007
34,"Murdannia nudiflora","Murdannia simplex","RGR",4,4,-0.004,0.014,0.062,0.021,4,4,0.046,0.017,0.083,0.035
34,"Murdannia nudiflora","Murdannia simplex","Root biomass",4,4,0.005,0.006,0.081,0.028,4,4,0.024,0.023,0.189,0.16
34,"Murdannia nudiflora","Murdannia simplex","Biomass",4,4,0.037,0.015,0.316,0.161,4,4,0.101,0.083,0.588,0.527
34,"Murdannia nudiflora","Murdannia simplex","Biomass",4,4,2.918,1.338,4.9,2.391,4,4,0.718,0.338,2.965,1.234
34,"Tradescantia zebrina","Tradescantia brevifolia","Root biomass",4,4,0.005,0.008,0.068,0.047,4,4,0.065,0.091,0.668,0.131
34,"Tradescantia zebrina","Tradescantia brevifolia","RGR",4,4,-0.005,0.023,0.063,0.028,4,4,0.019,0.02,0.079,0.004
34,"Tradescantia zebrina","Tradescantia brevifolia","Biomass",4,4,0.034,0.047,0.619,0.378,4,4,0.223,0.237,1.961,0.252
34,"Tradescantia zebrina","Tradescantia brevifolia","r:s",4,4,0.628,0.274,0.556,0.307,4,4,0.629,0.541,1.125,0.293
34,"Tradescantia zebrina","Tradescantia brevifolia","r:s",4,4,0.152,0.145,1.296,2.01,4,4,0.363,0.18,0.061,0.036
34,"Tradescantia zebrina","Tradescantia brevifolia","r:s",4,4,0.141,0.07,0.113,0.033,4,4,0.358,0.283,0.537,0.154
35,"Eupatorium adenophorum","Bromus japonicus","Biomass",6,6,2.058,1.022,9.299,1.704,6,6,11.635,1.72,19.231,2.364
35,"Eupatorium adenophorum","Bromus japonicus","Biomass",6,6,7.927,1.534,9.299,1.704,6,6,14.423,2.58,19.231,2.364
35,"Eupatorium adenophorum","Bromus japonicus","Biomass",6,6,4.649,0.512,9.299,1.704,6,6,9.519,2.151,19.231,2.364
36,"Phalaris arundinacea","Typha glauca","r:s",6,6,1.196,0.333,0.707,0.15,6,6,1.834,0.669,0.625,0.121
36,"Phalaris arundinacea","Typha glauca","Biomass",6,6,1241.379,539.742,2103.448,385.529,6,6,1224.138,578.294,2982.759,771.057
36,"Phalaris arundinacea","Typha glauca","Root biomass",6,6,663.584,180.954,801.156,180.954,6,6,825.434,452.383,1221.965,289.526
37,"Bromus madritensis","Artemisia californica","P content",10,10,0.457,0.262,0.271,0.43,10,10,0.687,0.327,0.566,0.061
37,"Bromus madritensis","Artemisia californica","N content",10,10,3.645,0.947,2.873,0.474,10,10,3.456,0.277,3.364,0.553
37,"Bromus madritensis","Artemisia californica","N content",10,10,2.236,2.132,3.645,0.947,10,10,1.267,1.106,3.456,0.277
37,"Bromus madritensis","Artemisia californica","Root biomass",10,10,0.054,0.237,0.05,0.237,10,10,0.02,0.13,0.102,0.135
37,"Bromus madritensis","Artemisia californica","P content",10,10,0.457,0.262,0.351,0.179,10,10,0.687,0.327,0.566,0.061
37,"Bromus madritensis","Artemisia californica","N content",10,10,2.236,2.132,3.546,0.789,10,10,1.267,1.106,3.871,0.691
37,"Bromus madritensis","Artemisia californica","P content",10,10,0.351,0.179,0.31,0.048,10,10,0.566,0.061,0.578,0.061
37,"Bromus madritensis","Artemisia californica","Root biomass",10,10,0.054,0.237,0.137,0.237,10,10,0.02,0.13,0.075,0.13
37,"Bromus madritensis","Artemisia californica","Biomass",10,10,0.112,0.474,0.328,0.474,10,10,0.035,0.261,0.157,0.261
37,"Bromus madritensis","Artemisia californica","Biomass",10,10,0.123,0.474,0.332,0.474,10,10,0.173,0.27,0.388,0.27
37,"Bromus madritensis","Artemisia californica","Biomass",10,10,0.112,0.474,0.123,0.474,10,10,0.035,0.261,0.173,0.27
37,"Bromus madritensis","Artemisia californica","Root biomass",10,10,0.05,0.237,0.108,0.237,10,10,0.102,0.135,0.216,0.135
38,"Bidens pilosa","Bidens sandwicensis","Photosynthesis",6,6,2.404,1.076,2.885,1.612,6,6,6.25,1.612,20.913,2.151
38,"Bidens pilosa","Bidens sandwicensis","RGR",6,6,6.322,2.569,9.483,2.569,6,6,19.54,0.644,25.575,1.927
38,"Bidens pilosa","Bidens sandwicensis","r:s",6,6,0.051,0.051,0.057,0.013,6,6,0.063,0.011,0.028,0.027
38,"Schinus terebinthifolius","Pipturus albidus","RGR",6,6,3.448,0.644,8.046,0.642,6,6,15.517,3.855,25.287,0.644
38,"Schinus terebinthifolius","Pipturus albidus","Photosynthesis",6,6,3.365,1.614,2.404,0.537,6,6,6.731,1.612,17.548,2.151
38,"Schinus terebinthifolius","Pipturus albidus","r:s",6,6,0.46,0.013,0.426,0.065,6,6,0.335,0.19,0.244,0.027
38,"Cestrum nocturnum","Hedyots terminalis","r:s",6,6,0.222,0.114,0.159,0.038,6,6,0.153,0.013,0.261,0.051
38,"Cestrum nocturnum","Hedyots terminalis","Photosynthesis",6,6,4.087,1.073,6.971,1.076,6,6,3.606,2.688,5.048,1.076
38,"Cestrum nocturnum","Hedyots terminalis","RGR",6,6,8.333,1.927,10.057,3.857,6,6,16.379,2.571,22.989,0.642
38,"Citharexylum caudatum","Psychotria mariniana","Photosynthesis",6,6,4.327,0.537,3.846,1.076,6,6,5.529,0.537,8.894,1.612
38,"Citharexylum caudatum","Psychotria mariniana","r:s",6,6,0.261,0.065,0.25,0.063,6,6,0.239,0.025,0.301,0.051
38,"Citharexylum caudatum","Psychotria mariniana","RGR",6,6,8.908,2.569,7.759,1.927,6,6,18.391,1.286,25.287,1.286
39,"Solidago canadensis","Kummerowia striata","Root biomass",4,4,0.19,0.028,0.222,0.055,4,4,0.159,0.028,0.175,0.054
39,"Solidago canadensis","Kummerowia striata","Biomass",4,4,1,0.055,1,0.055,4,4,1,0.028,1,0.028
40,"Bromus tectorum","Hilaria jamesii","Biomass",10,10,0.154,0.03,0.134,0.027,10,10,0.08,0.012,0.075,0.021
40,"Bromus tectorum","Hilaria jamesii","Root biomass",10,10,0.056,0.015,0.055,0.012,10,10,0.027,0.006,0.039,0.012
40,"Bromus tectorum","Hilaria jamesii","Root biomass",10,10,0.056,0.015,0.079,0.009,10,10,0.027,0.006,0.041,0.048
40,"Bromus tectorum","Hilaria jamesii","Biomass",10,10,0.154,0.03,0.242,0.09,10,10,0.08,0.012,0.13,0.039
40,"Bromus tectorum","Hilaria jamesii","Biomass",10,10,0.154,0.03,0.096,0.126,10,10,0.08,0.012,0.063,0.027
40,"Bromus tectorum","Hilaria jamesii","Root biomass",10,10,0.056,0.015,0.242,0.09,10,10,0.027,0.006,0.069,0.024
40,"Bromus tectorum","Hilaria jamesii","Root biomass",10,10,0.056,0.015,0.041,0.069,10,10,0.027,0.006,0.034,0.015
40,"Bromus tectorum","Hilaria jamesii","Biomass",10,10,0.154,0.03,0.175,0.024,10,10,0.08,0.012,0.086,0.06
41,"Bromus tectorum","Bouteloua gracilis","Root biomass",5,5,54.675,17.04,81.657,36.922,5,5,14.201,12.782,29.112,5.682
41,"Bromus tectorum","Bouteloua gracilis","Biomass",5,5,57.975,13.252,51.902,13.252,5,5,34.233,5.522,61.288,7.73
42,"Convolvulus arvensis","Convolvulus chilensis","Shoot length",16,16,75.2,23.664,40.3,8.83,16,16,40.2,11.541,21,7.707
42,"Convolvulus arvensis","Convolvulus chilensis","SLA",16,16,0.17,0.039,0.07,0.039,16,16,0.24,0.077,0.11,0.039
43,"Senecio inaequidens","Senecio malacitanus","Biomass",4,4,24.51,16.981,98.039,8.491,4,4,73.529,33.962,132.353,50.943
43,"Senecio pterophorus","Senecio malacitanus","Biomass",4,4,98.039,8.491,186.275,42.451,4,4,250,16.981,421.569,110.375
44,"Bidens pilosa","Saussurea deltoidea","r:s",9,9,0.121,0.025,0.242,0.105,9,9,0.252,0.195,0.182,0.025
44,"Bidens pilosa","Saussurea deltoidea","r:s",9,9,0.242,0.105,0.142,0.028,9,9,0.182,0.025,0.221,0.051
44,"Bidens pilosa","Saussurea deltoidea","Biomass",9,9,0.064,0.068,0.24,0.136,9,9,0.04,0.057,0.384,0.102
44,"Bidens pilosa","Saussurea deltoidea","Biomass",9,9,0.084,0.136,0.064,0.068,9,9,0.008,0.023,0.04,0.057
45,"Centaurea maculosa","Festuca idahoensis","P content",10,10,0.213,0.06,0.233,0.09,10,10,0.227,0.009,0.197,0.06
45,"Centaurea maculosa","Pseudoroegneria spicata","P content",10,10,0.177,0.03,0.16,0.06,10,10,0.303,0.12,0.227,0.009
45,"Centaurea maculosa","Festuca idahoensis","N content",10,10,1.584,0.477,1.842,0.177,10,10,1.129,0.177,1.149,0.177
45,"Centaurea maculosa","Pseudoroegneria spicata","N content",10,10,1.05,0.177,0.891,0.12,10,10,1.327,0.414,1.129,0.177
45,"Centaurea maculosa","Pseudoroegneria spicata","Biomass",10,10,5.333,1.143,10.19,2.001,10,10,6,1.143,9.333,1.431
45,"Centaurea maculosa","Festuca idahoensis","Biomass",10,10,4.667,1.428,0.667,0.57,10,10,9.333,1.431,8.095,1.428
46,"Phalaris arundinacea","Carex hystericina","r:s",8,8,0.278,0.101,0.987,0.22,8,8,0.328,0.09,0.747,0.119
46,"Phalaris arundinacea","Carex hystericina","Root biomass",8,8,160,105.83,1020,211.66,8,8,260,158.745,960,158.745
46,"Phalaris arundinacea","Carex hystericina","Biomass",8,8,740,264.575,2060,211.66,8,8,1080,52.915,2260,105.83
